text,label
"I'm quite disappointed. As a university student, I downloaded this app primarily to use it with my group mates, so we can share folder, photos and videos easier. I thought, since I'm the owner of the file, it'd use my storage, but no, it uses everyone's storage. This does not make sense at all. Luckily I only got the free trial, I'm definitely gonna cancel it and look for a better storage drive that my group mates who can't afford it can use it, instead of everyone needing to have a plan.",not-safe
"Drop Box have become the villain, they have removed 70% of my photoes & left me with 8. I have added hundreds over a span of 15 years, photos and memories from my childhood things i will never remember without the nostalgia of photos. In spiritual terms money has a frequency. Todayâ€™s money has a frequency of fear. It's not based on Kindness, Compassion or Trust. It is born from debt & carries a vibration of scarcity. Because it operates on the human energy of fear. This is how drop box operate.",not-safe
I don't want to sign up for something that I just don't understand how to use. I am too old to know how to operate the computer very well. I just wanted to see some photos that my church took of me and my grandchildren. Not have to pay to use this App. Do not send me any more info. The end.,not-safe
I PERSONALLY THINK THAT THIS IS ONE OF THE BEST APP FOR STUDENTS AND FOR PEOPLE WHO DEAL WITH A LARGE NUMBER OF FILES REGULARLY AND ARE STRUGGLING TO ORGANIZE THEM.,Safe
I love this app my kids are all grown up and enjoying their old photos,Safe
"So Dropbox decided to disable my account with no notification nothing. My military photos life for 18yrs wiped out, so they say because of my stored child trafficking sexploitation posts. Funny thing is I have had them on there for months why now??? Ramping things up. Child sexploitation is a crime committed by many ðŸ˜¡. If they can let LGTBQ store vile images videos as sick as you can think but disable an account without any notification for something thats reality I pity them.",not-safe
Its about to get a work out. Nearly 2023 and have up graded. Works really well. Highly recommended. For our farm / family it gets 5* from the kids & from the farm 5*. 2016 into 2023 and beyond.,Safe
"My phyiology professor uses this for his recorded lectures and Power Point slides. Drop Box functions very well, I have not had any problems. It seems to download and navigate very fast too. It is great to use if you are constantly uploading and sharing files, so perfect for professors and students.",Safe
"Please make the inbuilt pdf reader more like the one on Google drive. Students are reading pdfs with 500 to over 1000 pages. We need the ""go to page"" functionality or large pdfs are annoying to read. Also allowing us to zoom out further than the borders would be great, it would allow us to view the pdf at a distance we want rather than be constrained. Thanks.",Safe
Hope this app can remaind my children's to find they future,not-safe
"Great app for organizing files especially for students, highly recommend",Safe
"Worst experience with automatic interest generation. The data administrator divides people by nationality, location and railway news. Advertising is worse than ever. Ads have been around for the last 6 years, but messenger apps are not the place for ads. I use this app to communicate with my family and children. Don't show me stickers or ads.",not-safe
My only issue with this whole app is that the stickers are extremely childish and narrative driven. Please stop helping in corrupting the youth in our society. DO SOME GOOD AND DO RIGHT BY THE KIDS AS THEY ARE OUR FUTURE. ALL LIVES MATTER AND ALL RACES MATTER PLEASE STOP DEMONISING THE CAUCASIAN RACE.,not-safe
My experience is one of pure frustration and rage. I bought a new number specifically for the purpose of keeping in touch with my students since I don't want to give my existing private number. I created our class group and Viber blocked me. Need I say that our class group is of outmost importance since I use it to keep my students updated on their school obligations.,not-safe
